Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit
5665,CA-2017-141957,21/07/2017,21/07/2017,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055.0,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,2.2176
5666,CA-2017-141957,21/07/2017,21/07/2017,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055.0,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,13.337600000000002
5667,CA-2017-141957,21/07/2017,21/07/2017,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055.0,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",99.488,19.8976
5668,CA-2017-142405,11/06/2017,15/06/2017,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103.0,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2.924
5669,CA-2017-142405,11/06/2017,15/06/2017,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,10.796800000000001
5670,CA-2017-142405,11/06/2017,15/06/2017,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103.0,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,77.99400000000001
5671,CA-2016-141012,09/06/2016,11/06/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201.0,West,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,71.072
5672,CA-2016-141012,09/06/2016,11/06/2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201.0,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,28.075200000000002
5673,CA-2018-127922,27/10/2018,03/11/2018,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,3.168
5674,CA-2018-127922,27/10/2018,03/11/2018,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,1.6896000000000002
5675,CA-2017-146318,22/01/2017,27/01/2017,Standard Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2.5920000000000005
5676,CA-2015-135993,28/05/2015,02/06/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,98115.0,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.408,11.4816
5677,CA-2015-135993,28/05/2015,02/06/2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,98115.0,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,27.6,5.5200000000000005
5678,CA-2015-126802,29/12/2015,05/01/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976,7.7952
5679,CA-2017-143924,28/07/2017,03/08/2017,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,49423.0,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,20.44,4.088
5680,CA-2017-143924,28/07/2017,03/08/2017,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,49423.0,Central,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,109.92,21.984
5681,CA-2017-141551,24/09/2017,30/09/2017,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012.0,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38,1.276
5682,CA-2017-141551,24/09/2017,30/09/2017,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012.0,Central,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,6.48,1.2960000000000003
5683,CA-2015-164315,02/04/2015,08/04/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,15.84,3.168
5684,CA-2015-164315,02/04/2015,08/04/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,1049.93,209.98600000000002
5685,CA-2015-164315,02/04/2015,08/04/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,30.980000000000004
5686,CA-2016-131072,05/11/2016,05/11/2016,Same Day,KL-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.352,19.6704
5687,CA-2015-131541,28/07/2015,28/07/2015,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712.0,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.32,2.8640000000000003
5688,CA-2015-131541,28/07/2015,28/07/2015,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712.0,South,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888,25.977600000000002
5689,CA-2015-131541,28/07/2015,28/07/2015,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712.0,South,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",48.944,9.788800000000002
5690,CA-2016-119550,26/12/2016,31/12/2016,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Houston,Texas,77070.0,Central,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,55.0116
5691,US-2016-138093,10/12/2016,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,27.36,5.472
5692,US-2016-138093,10/12/2016,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,8.950000000000001
5693,US-2016-138093,10/12/2016,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,26.998000000000005
5694,US-2016-138093,10/12/2016,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5.28
5695,US-2016-138093,10/12/2016,16/12/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,108.58800000000002
5696,CA-2017-126165,05/05/2017,07/05/2017,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,94109.0,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,14.2176
5697,CA-2018-126123,14/10/2018,18/10/2018,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396,5.4792000000000005
5698,CA-2018-126123,14/10/2018,18/10/2018,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,13.456,2.6912000000000003
5699,CA-2017-143441,05/11/2017,05/11/2017,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,11.84,2.368
5700,CA-2018-148320,03/11/2018,08/11/2018,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94109.0,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,35.88,7.176000000000001
5701,CA-2017-125661,24/11/2017,26/11/2017,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105.0,East,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,40.752,8.150400000000001
5702,CA-2017-125661,24/11/2017,26/11/2017,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105.0,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,139.96,27.992000000000004
5703,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302.0,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,2.624,0.5248
5704,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302.0,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,136.53,27.306
5705,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302.0,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,52.792
5706,CA-2015-155593,03/11/2015,08/11/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64,2.3280000000000003
5707,CA-2018-136000,22/09/2018,25/09/2018,Second Class,SC-20440,Shaun Chance,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,8.035200000000001
5708,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,15.888
5709,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,71.586
5710,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,25.5528
5711,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944,559.9888
5712,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,19.44,3.8880000000000003
5713,CA-2018-115805,31/07/2018,31/07/2018,Same Day,KW-16435,Katrina Willman,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10003092,Technology,Phones,Motorola L804,36.792,7.3584000000000005
5714,US-2015-143707,01/03/2015,05/03/2015,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,1.1880000000000002
5715,CA-2018-116939,25/09/2018,29/09/2018,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223.0,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.55,35.510000000000005
5716,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,123.99000000000001
5717,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,5.832000000000001
5718,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,57.96,11.592
5719,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104.0,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,5.8806
5720,CA-2018-126550,29/03/2018,02/04/2018,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905.0,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,81.4,16.28
5721,CA-2016-138674,14/11/2016,17/11/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477.0,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,1.7440000000000002
5722,CA-2016-138674,14/11/2016,17/11/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477.0,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,18.235200000000003
5723,CA-2016-138674,14/11/2016,17/11/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477.0,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968,31.9936
5724,CA-2017-165820,26/09/2017,30/09/2017,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,12.96,2.5920000000000005
5725,CA-2015-103191,22/09/2015,27/09/2015,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,66.30720000000001
5726,CA-2016-103933,25/09/2016,27/09/2016,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011.0,East,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,179.982
5727,CA-2016-110548,04/05/2016,08/05/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095.0,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,189.26880000000003
5728,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711.0,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,35.62200000000001
5729,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,217.95000000000002
5730,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,12.212000000000002
5731,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711.0,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,91.98400000000001
5732,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",27.52,5.5040000000000004
5733,CA-2018-143574,29/06/2018,02/07/2018,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460.0,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,127.76400000000001
5734,CA-2018-143574,29/06/2018,02/07/2018,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460.0,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,6.138000000000001
5735,CA-2018-143574,29/06/2018,02/07/2018,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460.0,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,5.032
5736,CA-2015-111773,29/06/2015,03/07/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,2.7840000000000003
5737,CA-2015-148614,20/01/2015,25/01/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,3.872
5738,CA-2015-148614,20/01/2015,25/01/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049.0,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,3.8600000000000003
5739,CA-2017-156139,31/12/2017,06/01/2018,Standard Class,BP-11155,Becky Pak,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,7.6752
5740,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2.5920000000000005
5741,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,5.296
5742,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,106.54400000000001
5743,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,5.344
5744,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,20.04,4.008
5745,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,159.096
5746,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533.0,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,21.56,4.312
5747,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834.0,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,49.9168
5748,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834.0,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,13.622399999999999
5749,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834.0,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3.312
5750,CA-2018-104913,18/11/2018,22/11/2018,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,14.990000000000002
5751,CA-2015-145800,30/05/2015,05/06/2015,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089.0,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,71.091
5752,CA-2017-125850,22/01/2017,28/01/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,8.88
5753,CA-2017-125850,22/01/2017,28/01/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,4.13
5754,CA-2017-118514,03/02/2017,10/02/2017,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475.0,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,173.28
5755,CA-2016-150749,29/03/2016,03/04/2016,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,1.1119999999999999
5756,CA-2015-163748,14/10/2015,18/10/2015,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,0.6320000000000001
5757,CA-2015-163748,14/10/2015,18/10/2015,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,399.992
5758,CA-2016-119634,11/08/2016,16/08/2016,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,9.230400000000001
5759,CA-2016-149300,22/11/2016,23/11/2016,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012.0,South,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,6.597
5760,US-2017-111528,30/12/2017,30/12/2017,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032.0,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,96.26400000000001
5761,US-2017-111528,30/12/2017,30/12/2017,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032.0,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384,1.2768000000000002
5762,CA-2018-158169,12/08/2018,15/08/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630.0,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,108.58800000000002
5763,CA-2018-158169,12/08/2018,15/08/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630.0,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,10.984000000000002
5764,CA-2016-162047,03/11/2016,05/11/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561.0,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82,289.764
5765,CA-2016-117772,10/09/2016,12/09/2016,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,70.776
5766,US-2015-126340,08/11/2015,14/11/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003.0,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,66.71520000000001
5767,CA-2017-149685,08/10/2017,15/10/2017,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207.0,Central,OFF-LA-10004545,Office Supplies,Labels,Avery 50,60.144,12.0288
5768,CA-2018-126396,08/09/2018,12/09/2018,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070.0,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,17.040000000000003
5769,CA-2016-154900,25/02/2016,01/03/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453.0,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,3.15,0.63
5770,CA-2016-154900,25/02/2016,01/03/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453.0,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4.544
5771,CA-2016-103835,24/09/2016,28/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032.0,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,2.982
5772,CA-2016-103835,24/09/2016,28/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,231.624
5773,CA-2016-158939,26/11/2016,01/12/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807.0,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99,119.998
5774,CA-2017-117408,31/08/2017,06/09/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706.0,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,4.7936000000000005
5775,CA-2017-142398,12/04/2017,16/04/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036.0,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,127.6576
5776,CA-2017-142398,12/04/2017,16/04/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036.0,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208,2.6416000000000004
